Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
50 FR,25.52,25.52,16,637,"""AA""",2013 SE NIKE Short Course Invi,SE,PA,1/12/2013
50 FR,25.66,25.66,15,628,"""AAA""",2011 SE ACAC Fall Invitational,SE,PA,10/21/2011
50 FR,25.73,25.73,16,618,"""AA""",2012 SE McCallie/GPS Scenic Ci,SE,PA,10/13/2012
50 FR,25.79,25.79,16,613,"""AA""",2012 VA BASA Fall Challenge,SE,PA,9/22/2012
50 FR,25.79,25.79,14,647,"""AAA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
50 FR,25.95,25.95,15,601,"""AA""",2011 VA BASA Fall Challenge,SE,PA,9/24/2011
50 FR,26.02,26.02,14,626,"""AAA""",2010 SE ACAC Fall Invitational,SE,PA,10/22/2010
50 FR,26.04,26.04,14,624,"""AAA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
50 FR,26.08,26.08,17,572,"""AA""",2013 VA BASA 2013 Fall Challenge,SE,PA,9/28/2013
50 FR,26.16,26.16,13,670,"""AAA""",2010 SE Southeastern Championships,SE,PA,2/25/2010
50 FR,26.21,26.21,14,609,"""AAA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
50 FR,26.21,26.21,15,578,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
50 FR,26.21,26.21,15,578,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
50 FR,26.21,26.21,15,578,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
50 FR,26.64,26.64,14,571,"""AA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
50 FR,27.16,27.16,13,583,"""AA""",2010 SE Pilot January Classic,SE,PA,1/15/2010
50 FR,27.30,27.30,14,515,"""AA""",2010 SE  BASA Fall Challenge,SE,PA,9/25/2010
50 FR,27.36,27.36,13,566,"""AA""",2010 SE Pilot January Classic,SE,PA,1/15/2010
50 FR,27.56,27.56,13,549,"""A""",2009 SE Meet of Champs,SE,PA,12/4/2009
