Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 BR,2:20.59,2:20.59,21,775,2019 Futures,2017 Georgia Tech Fall Invitat,US,UN,11/18/2017
200 BR,2:20.60,2:20.60,18,775,2019 Futures,Art Adamson Invitational,AZ,UN,11/22/2014
200 BR,2:20.69,2:20.69,21,774,2019 Futures,2017 American Ath. Conf. - Swi,US,UN,2/18/2017
200 BR,2:20.70,2:20.70,19,773,2019 Futures,2015 Northwestern TYR Invitati,AZ,UN,11/22/2015
200 BR,2:21.82,2:21.82,19,756,2019 Futures,GCU v. Seattle/LMU,AZ,UN,10/24/2015
200 BR,2:22.13,2:22.13,18,752,2019 Futures,2014 AT&T Winter National Cham,AZ,GCU,12/6/2014
200 BR,2:22.30,2:22.30,21,749,2019 Futures,2017 Georgia Tech Fall Invitat,US,UN,11/18/2017
200 BR,2:22.43,2:22.43,18,747,2019 Futures,Art Adamson Invitational,AZ,UN,11/22/2014
200 BR,2:22.52,2:22.52,20,746,2019 Futures,2016 WAC Swimming & Diving Cha,AZ,UN,2/27/2016
200 BR,2:23.78,2:23.78,21,727,"""AAA""",ECU v. South Carolina,US,UN,1/13/2018
200 BR,2:23.94,2:23.94,21,724,"""AAA""",2018 South Carolina Winter Inv,US,UN,1/27/2018
200 BR,2:24.04,2:24.04,21,723,"""AAA""",Navy vs ECU 2017,US,UN,10/6/2017
200 BR,2:24.52,2:24.52,21,716,"""AAA""",ECU Quad Meet,US,UN,10/14/2017
200 BR,2:24.71,2:24.71,21,713,"""AAA""",East Carolina vs Old Dominion,US,UN,10/21/2017
