Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 BR,3:05.56,3:05.56,11,481,"""BB""",2007 GA Northern Div Champs,GA,TWS,3/23/2007
200 BR,3:08.00,3:08.00,11,455,"""BB""",2007 GA RAYS Invitational,GA,TWS,2/2/2007
50 FL,33.81,33.81,12,384,"""BB""",2008 GA RAYS Invitational,GA,TWS,2/15/2008
50 FL,34.35,34.35,12,354,"""BB""",2008 GA Northern Divisional Champ,GA,TWS,3/28/2008
50 FL,34.62,34.62,12,339,"""BB""",2008 GA Northern Divisional Champ,GA,TWS,3/28/2008
50 FL,36.95,36.95,12,220,"""B""",2007 GA IMX Invitational,GA,TWS,11/9/2007
50 FL,37.01,37.01,12,217,"""B""",2007 GA TWS Invite 2007,GA,TWS,11/30/2007
50 FL,37.10,37.10,12,213,"""B""",2007 GA TWS Big Brother Big Sister,GA,TWS,9/30/2007
50 FL,40.20,40.20,11,141,"""Slower than B""",2007 GA RAYS Invitational,GA,TWS,2/2/2007
50 FL,41.39,41.39,11,96,"""Slower than B""",2007 GA TWS-DAQ-SWAT Tri Meet,GA,TWS,1/28/2007
50 FL,41.98,41.98,11,77,"""Slower than B""",2006 GA IMX Invitational,GA,TWS,11/10/2006
50 FL,42.43,42.43,11,62,"""Slower than B""",TWS vs. Swim Atlanta,GA,TWS,10/22/2006
50 FL,45.47,45.47,11,1,"""Slower than B""",Tidal Wave Big Brother & Big S,GA,UN,10/1/2006
100 FL,1:07.15,1:07.15,13,495,"""A""",2009 GA Northern Div Champ,GA,TWS,3/27/2009
100 FL,1:07.17,1:07.17,18,390,"""BB""",2014 SE Ralph Crocker Classic,GA,SA,1/17/2014
100 FL,1:07.26,1:07.26,17,387,"""BB""",2012 GA Marlins Invite,GA,LINS,11/30/2012
100 FL,1:07.49,1:07.49,15,410,"""BB""",2011 MS Laurel Winter Invite,GA,LINS,1/14/2011
100 FL,1:08.76,1:08.76,13,442,"""BB""",2009 GA Northern Div Champ,GA,TWS,3/27/2009
100 FL,1:09.52,1:09.52,15,345,"""BB""",2010 GA 4TH ANNUAL LUQMAN R. EL-AMIN I,GA,LINS,11/12/2010
100 FL,1:10.40,1:10.40,15,318,"""BB""",2010 GA Marlins Invite,GA,LINS,12/10/2010
100 FL,1:12.41,1:12.41,14,283,"""BB""",2009 GA AP Big Brother/Big Sister,GA,TWS,10/4/2009
100 FL,1:12.90,1:12.90,14,269,"""BB""",2009 GA RAYS IMX,GA,TWS,11/6/2009
100 FL,1:13.71,1:13.71,13,291,"""B""",2008 GA IMX Invitational,GA,TWS,11/7/2008
100 FL,1:13.95,1:13.95,14,240,"""B""",2010 SE NIKE SC Invitational,GA,TWS,1/16/2010
100 FL,1:15.02,1:15.02,13,254,"""B""",2008 GA AP TWS Big Brother - Big Sister,GA,TWS,10/5/2008
100 FL,1:18.71,1:18.71,12,286,"""BB""",2008 GA TWS-SWAT-DAQ Tri-Meet,GA,TWS,2/3/2008
100 FL,1:27.55,1:27.55,12,105,"""B""",2007 GA TWS vs. SwimAtlanta,GA,TWS,10/21/2007
100 FL,1:42.40,1:42.40,11,1,"""Slower than B""",2006 GA IMX Invitational,GA,TWS,11/10/2006
