Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
50 BR,33.57,33.57,22,555,"""Slower than B""",2017 PCSC Pentathlon,US,UN,10/7/2017
50 BR,40.54,40.54,12,311,"""BB""",2008 CA PVST Pres Day Meet,CA,LKWD,2/16/2008
50 BR,40.89,40.89,12,294,"""BB""","2007 CA BCH/LKWD ""BRW"" SC Meet",CA,LKWD,11/3/2007
50 BR,41.27,41.27,12,276,"""B""",2008 CA BAC Metro Comm,CA,LKWD,1/26/2008
50 BR,43.13,43.13,12,193,"""B""",2007 CA Metro Comm Blue-Max Ch,CA,LKWD,12/1/2007
50 BR,43.14,43.14,12,192,"""B""",2007 CA CERR Fall SC--3rd Corr,CA,LKWD,11/17/2007
50 BR,46.20,46.20,12,77,"""Slower than B""",2007 CA Beach IMX and Sprint C,CA,LKWD,10/13/2007
100 BR,1:07.09,1:07.09,22,707,"""AAA""",2018 RMAC Championships,US,UN,2/16/2018
100 BR,1:07.55,1:07.55,22,692,"""AA""",2017OB UNLV INVITE,US,UN,11/17/2017
100 BR,1:08.11,1:08.11,22,673,"""AA""",2018 UC San Diego at Cal Bapti,US,UN,1/20/2018
100 BR,1:08.34,1:08.34,22,666,"""AA""",2017 CBU Lancers Swim Dive Inv,US,UN,12/16/2017
100 BR,1:08.72,1:08.72,22,653,"""AA""",2017OB UNLV INVITE,US,UN,11/17/2017
100 BR,1:08.76,1:08.76,22,652,"""AA""",2017 CSU Bakersfield vs Cal Ba,US,UN,11/4/2017
100 BR,1:09.19,1:09.19,17,638,"""AA""",2013 CA OB CIF-SS Division 3,CA,UN,5/7/2013
100 BR,1:09.25,1:09.25,17,636,"""AA""",2012 CA SBSC Winter Age Group,CA,LKWD,12/7/2012
100 BR,1:09.45,1:09.45,17,630,"""AA""",2012 CA SBSC Winter Age Group,CA,LKWD,12/7/2012
100 BR,1:09.64,1:09.64,18,623,"""AA""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
100 BR,1:09.74,1:09.74,19,620,"""AA""",2014 CA December CA NV Section,CA,LKWD,12/21/2014
100 BR,1:09.90,1:09.90,17,615,"""AA""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
100 BR,1:09.90,1:09.90,16,637,"""AA""",2012 CA OB CIF-SS Division 4,CA,UN,5/9/2012
100 BR,1:09.99,1:09.99,17,612,"""AA""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
100 BR,1:10.19,1:10.19,19,606,"""AA""",2014 CA SBSC/SCS Winter Age Gr,CA,LKWD,12/12/2014
100 BR,1:10.44,1:10.44,18,598,"""AA""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
100 BR,1:11.05,1:11.05,18,578,"""A""",2013 CA SCS Winter Senior Meet,CA,LKWD,12/19/2013
100 BR,1:11.09,1:11.09,17,577,"""A""",2013 CA OB CIF-SS Division 3,CA,UN,5/7/2013
100 BR,1:11.44,1:11.44,18,566,"""A""",2013 CA SCS October Senior Invite SC M,CA,LKWD,10/19/2013
100 BR,1:11.62,1:11.62,21,561,"""A""",GCU v. UNLV v. CBU v. ACU,US,UN,1/7/2017
100 BR,1:12.11,1:12.11,16,567,"""AA""",2012 CA OB CIF-SS Division 4,CA,UN,5/9/2012
100 BR,1:12.52,1:12.52,22,533,"""A""",PPSD vs. CBU,US,UN,10/27/2017
100 BR,1:12.78,1:12.78,17,525,"""A""",2012 CA LKWD-TRI-MEET,CA,LKWD,10/27/2012
100 BR,1:12.89,1:12.89,19,521,"""A""",2014 CA SCS SC Senior Invite,CA,LKWD,10/18/2014
100 BR,1:12.95,1:12.95,17,519,"""A""",2013 CA Metro Committee Spring,CA,LKWD,2/9/2013
100 BR,1:12.99,1:12.99,16,540,"""A""",2011 CA Cerritos Aquatic Club,CA,LKWD,11/19/2011
100 BR,1:13.12,1:13.12,22,514,"""A""",GCU v. CBU v. NMSU v. Rice,US,UN,1/6/2018
100 BR,1:13.15,1:13.15,17,513,"""A""",2012 CA Kevin B. Perry Senior,CA,LKWD,11/9/2012
100 BR,1:13.72,1:13.72,15,541,"""A""",2010 CA SCS WAG SBSC at CERR,CA,LKWD,12/10/2010
100 BR,1:13.76,1:13.76,16,516,"""A""",2011 CA SAND - WAG Championship,CA,LKWD,12/9/2011
100 BR,1:13.79,1:13.79,18,494,"""BB""",2013 CA Kevin B. Perry Senior,CA,LKWD,11/8/2013
100 BR,1:14.34,1:14.34,16,499,"""A""",2012 CA Metro Committee Spring,CA,LKWD,2/19/2012
100 BR,1:14.39,1:14.39,22,476,"""BB""",2017 Malibu Invitational,US,UN,10/21/2017
100 BR,1:14.55,1:14.55,15,516,"""A""","2011 CA Downey B,R,W SC Meet",CA,LKWD,1/15/2011
100 BR,1:14.65,1:14.65,16,489,"""A""",2012 CA Cerritos Aquatic Club,CA,LKWD,1/14/2012
