Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
100 BR,1:17.68,1:17.68,15,215,"""B""","2012 CA ORCA  ""BRW"" SC Age Gro",CA,SCAT,12/1/2012
200 BR,2:42.09,2:42.09,15,326,"""B""",2012 CA MISSION VIEJO TURKEY B,CA,SCAT,11/16/2012
50 FL,22.74,22.74,21,833,"""Slower than B""",2018 Mizzou Invitational,US,UN,11/17/2018
50 FL,24.35,24.35,20,665,"""Slower than B""",2017 Malibu Invitational,US,UN,10/21/2017
50 FL,1:14.63,1:14.63,10,1,"""Slower than B""",2007 CA South Orange County Sw,CA,TTS,8/8/2007
100 FL,50.14,50.14,19,795,2019 Futures,2017 RMAC Championships,US,UN,2/9/2017
100 FL,50.22,50.22,21,791,2019 Futures,2018 Mizzou Invitational,US,UN,11/15/2018
100 FL,50.31,50.31,20,787,2019 Futures,2017OB UNLV INVITE,US,UN,11/16/2017
100 FL,50.31,50.31,20,787,2019 Futures,2017OB UNLV INVITE,US,UN,11/16/2017
100 FL,50.32,50.32,20,786,2019 Futures,2018 RMAC Championships,US,UN,2/15/2018
100 FL,50.48,50.48,19,778,2019 Futures,2017 RMAC Championships,US,UN,2/9/2017
100 FL,50.55,50.55,21,775,2019 Futures,2018 Mizzou Invitational,US,UN,11/15/2018
100 FL,50.57,50.57,18,774,2019 Futures,2015 CA OB CIF South Coast League,CA,UN,5/8/2015
100 FL,50.94,50.94,20,757,2019 Futures,2017OB UNLV INVITE,US,UN,11/17/2017
100 FL,51.10,51.10,20,749,"""AAA""",2018 RMAC Championships,US,UN,2/15/2018
100 FL,51.21,51.21,19,744,"""AAA""",2016 UNLV INVITE,CA,UN,12/2/2016
100 FL,51.40,51.40,18,735,"""AAA""",2015 CA OB CIF-SS Division 1 Finals,CA,UN,5/14/2015
100 FL,51.45,51.45,18,733,"""AAA""",2015 CA OB CIF-SS Division 1 Finals,CA,UN,5/14/2015
100 FL,51.59,51.59,18,726,"""AAA""",2015 CA OB CIF South Coast League,CA,UN,5/8/2015
100 FL,51.63,51.63,19,724,"""AAA""",2016 UNLV INVITE,CA,UN,12/2/2016
100 FL,52.07,52.07,17,709,"""AAA""",2014 CA OB CIF-SS Sea View League Champs,CA,UN,5/6/2014
100 FL,52.10,52.10,20,703,"""AA""",2018 UC San Diego at Cal Bapti,US,UN,1/20/2018
100 FL,52.19,52.19,21,699,"""AA""",2018 Pomona Pitzer vs Cal Bapt,US,UN,10/26/2018
100 FL,52.19,52.19,21,699,"""AA""",2018 Pomona Pitzer vs Cal Bapt,US,UN,10/26/2018
100 FL,52.31,52.31,17,698,"""AAA""",2014 CA OB CIF-SS Division 1,CA,UN,5/13/2014
100 FL,52.52,52.52,17,688,"""AAA""",2014 Arena Grand Prix at Minneapolis,CA,SCAT,11/20/2014
100 FL,52.59,52.59,21,680,"""AA""",CSUB vs CBU,US,UN,10/27/2018
100 FL,52.63,52.63,18,679,"""AAA""",2015 CA December CA NV Section,CA,SCAT,12/19/2015
100 FL,52.73,52.73,20,674,"""AA""",2017 CSU Bakersfield vs Cal Ba,US,UN,11/4/2017
100 FL,52.99,52.99,17,667,"""AA""",2014 CA SCS SC Senior Invite,CA,SCAT,10/19/2014
100 FL,53.28,53.28,21,649,"""AA""",Malibu Invite 2018,US,UN,10/13/2018
100 FL,53.30,53.30,17,653,"""AA""",2014 CA OB CIF-SS Sea View League Champs,CA,UN,5/6/2014
100 FL,53.39,53.39,21,644,"""AA""",UNLV vs Cal Baptist,US,UN,10/20/2018
100 FL,53.41,53.41,17,648,"""AA""",2014 CA Kevin B. Perry Senior,CA,SCAT,11/9/2014
100 FL,53.75,53.75,17,633,"""AA""",2015 CA SCS - ROSE Club Champions,CA,SCAT,2/16/2015
100 FL,53.75,53.75,20,628,"""AA""",2017 CBU Lancers Swim Dive Inv,US,UN,12/16/2017
100 FL,53.76,53.76,20,628,"""AA""",2017 Malibu Invitational,US,UN,10/21/2017
100 FL,53.78,53.78,19,627,"""AA""",GCU v. UNLV v. CBU v. ACU,US,UN,1/7/2017
